Final;Tipo;CMD;Secc.;Fecha Perm.;Permiso;Cod.;A/N;Viv.;Hab.;Sup. Viv.;Sup. Loc.;Sup. Final;Sup. Tot.;Plantas;1H;2H;3H;4H;5H;6H;+6H
02/01/2007;R;C;1;29/11/2006;3295/2006;2;A;0;0;0;125;125;;;0;0;0;0;0;0;0
02/01/2007;R;C;1;20/12/2006;3481/2006;16;A;0;0;0;33;33;;;0;0;0;0;0;0;0
02/01/2007;R;C;2;27/12/2006;3530/2006;4;A;0;0;0;154;154;;;0;0;0;0;0;0;0
03/01/2007;ON;FM;10;18/05/2004;1072/2004;6;N;0;0;0;127;127;127;;0;0;0;0;0;0;0
03/01/2007;R;C;2;18/01/2005;0121/2005;3;A;1;5;73;0;73;;;0;0;1;0;0;0;0
03/01/2007;ON;FM;10;27/06/2006;1586/2006;2;A;1;3;104;0;104;;;0;0;1;0;0;0;0
03/01/2007;R;FM;18;15/12/2006;3440/2006;1;N;1;4;147;0;147;147;;0;0;0;1;0;0;0
03/01/2007;R;C;8;26/12/2006;3508/2006;1;A;0;2;69;0;69;;;0;0;0;0;0;0;0
03/01/2007;R;SO;12;28/12/2006;3542/2006;8;A;0;0;0;23;23;;;0;0;0;0;0;0;0
03/01/2007;R;RZ;5;02/01/2007;0006/2007;1;N;1;1;72;0;72;72;;1;0;0;0;0;0;0
03/01/2007;R;C;8;02/01/2007;0010/2007;7;A;0;0;0;74;74;;;0;0;0;0;0;0;0
03/01/2007;R;VH;7;03/01/2007;0013/2007;3;A;0;1;17;0;17;;;0;0;0;0;0;0;0
04/01/2007;ON;RZ;3;29/01/1999;0171/1999;3;A;0;1;13;0;13;;;0;0;0;0;0;0;0
05/01/2007;ON;C;9;24/09/2004;2083/2004;2;A;0;3;82;0;82;;;0;0;0;0;0;0;0
05/01/2007;M;RZ;3;21/04/2005;0896/2005;4;A;2;8;234;219;453;;;0;0;0;2;0;0;0
05/01/2007;ON;RZ;5;04/05/2005;1007/2005;1;A;0;3;62;0;62;;;0;0;0;0;0;0;0
05/01/2007;ON;C;9;07/09/2006;2383/2006;2;A;0;0;11;0;11;;;0;0;0;0;0;0;0
05/01/2007;R;RZ;4;04/12/2006;3324/2006;1;N;1;2;55;0;55;55;;0;1;0;0;0;0;0
05/01/2007;R;FM;10;18/12/2006;3452/2006;6;A;0;0;0;461;461;;;0;0;0;0;0;0;0
05/01/2007;R;C;9;27/12/2006;3529/2006;6;A;0;0;0;61;61;;;0;0;0;0;0;0;0
05/01/2007;ON;C;9;28/12/2006;3540/2006;2;A;0;0;0;0;0;;;0;0;0;0;0;0;0
05/01/2007;R;RZ;3;04/01/2007;0030/2007;3;A;1;3;55;0;55;;;0;1;0;0;0;0;0
05/01/2007;R;VH;6;05/01/2007;0034/2007;1;A;0;1;23;0;23;;;0;0;0;0;0;0;0
08/01/2007;ON;C;8;22/05/1991;0556/1991;8;N;0;0;0;674;674;674;;0;0;0;0;0;0;0
08/01/2007;ON;C;1;01/06/2004;1175/2004;3;N;12;33;1221;0;1221;1221;;2;3;3;4;0;0;0
08/01/2007;M;VH;7;06/10/2004;2175/2004;1;A;0;3;85;0;85;;;0;0;0;0;0;0;0
08/01/2007;ON;C;8;09/12/2005;2856/2005;4;N;14;16;673;40;713;713;;12;2;0;0;0;0;0
08/01/2007;ON;C;8;27/07/2006;1937/2006;16;A;0;0;0;23;23;;;0;0;0;0;0;0;0
08/01/2007;ON;C;8;09/08/2006;2099/2006;8;A;0;0;0;135;135;;;0;0;0;0;0;0;0
08/01/2007;R;SO;5;26/12/2006;3504/2006;1;N;1;1;96;0;96;96;;1;0;0;0;0;0;0
08/01/2007;ON;C;9;26/12/2006;3510/2006;10;A;0;0;0;98;98;;;0;0;0;0;0;0;0
08/01/2007;C;C;2;26/12/2006;3513/2006;8;C;0;0;0;110;110;110;;0;0;0;0;0;0;0
08/01/2007;ON;C;8;03/01/2007;0014/2007;4;A;0;0;0;0;0;;;0;0;0;0;0;0;0
08/01/2007;R;NO;16;05/01/2007;0036/2007;6;A;0;0;0;0;0;;;0;0;0;0;0;0;0
08/01/2007;R;RZ;3;05/01/2007;0038/2007;1;A;0;3;52;0;52;;;0;0;0;0;0;0;0
09/01/2007;ON;RZ;3;10/06/2004;1264/2004;8;N;0;0;0;308;308;308;;0;0;0;0;0;0;0
09/01/2007;R;NO;14;24/10/2006;2892/2006;1;N;1;1;57;0;57;57;;1;0;0;0;0;0;0
09/01/2007;ON;RZ;3;04/12/2006;3321/2006;8;A;0;0;0;121;121;;;0;0;0;0;0;0;0
09/01/2007;R;SO;12;05/12/2006;3333/2006;4;A;1;3;83;98;181;;;0;0;1;0;0;0;0
09/01/2007;R;SO;5;18/12/2006;3448/2006;8;A;0;0;0;13;13;;;0;0;0;0;0;0;0
09/01/2007;ON;C;8;26/12/2006;3514/2006;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
09/01/2007;R;SO;5;28/12/2006;3547/2006;16;A;0;0;0;65;65;;;0;0;0;0;0;0;0
09/01/2007;R;SO;5;05/01/2007;0049/2007;4;A;1;2;57;151;208;;;0;1;0;0;0;0;0
09/01/2007;R;RZ;3;09/01/2007;0055/2007;1;A;0;3;87;0;87;;;0;0;0;0;0;0;0
10/01/2007;ON;C;2;15/08/2003;1365/2003;1;N;1;4;184;0;184;184;;0;0;0;1;0;0;0
10/01/2007;ON;SO;12;27/02/2004;0359/2004;6;N;0;0;0;190;190;190;;0;0;0;0;0;0;0
10/01/2007;ON;RZ;4;13/01/2005;0069/2005;6;N;0;0;0;504;504;504;;0;0;0;0;0;0;0
10/01/2007;ON;SO;12;14/07/2005;1654/2005;6;A;0;0;0;200;200;;;0;0;0;0;0;0;0
10/01/2007;R;SO;12;31/07/2006;1978/2006;8;A;0;0;0;96;96;;;0;0;0;0;0;0;0
10/01/2007;M;RZ;5;02/10/2006;2655/2006;1;A;0;2;47;0;47;;;0;0;0;0;0;0;0
10/01/2007;R;RZ;4;11/12/2006;3374/2006;1;A;0;1;18;0;18;;;0;0;0;0;0;0;0
10/01/2007;ON;C;2;28/12/2006;3554/2006;3;N;2;6;143;0;143;143;;0;0;2;0;0;0;0
10/01/2007;ON;RZ;4;05/01/2007;0040/2007;6;A;0;0;0;24;24;;;0;0;0;0;0;0;0
10/01/2007;R;RZ;4;09/01/2007;0059/2007;1;A;0;1;15;0;15;;;0;0;0;0;0;0;0
11/01/2007;M;FM;10;10/02/2006;0313/2006;2;A;1;2;40;91;131;;;0;1;0;0;0;0;0
11/01/2007;ON;RZ;4;30/10/2006;2968/2006;3;A;0;1;19;0;19;;;0;0;0;0;0;0;0
11/01/2007;R;RZ;5;09/01/2007;0066/2007;6;A;0;0;0;55;55;;;0;0;0;0;0;0;0
11/01/2007;R;RZ;4;11/01/2007;0085/2007;1;A;0;1;12;0;12;;;0;0;0;0;0;0;0
11/01/2007;R;NO;8;11/01/2007;0086/2007;6;A;0;0;0;24;24;;;0;0;0;0;0;0;0
12/01/2007;ON;NO;14;28/09/2001;1458/2001;8;N;0;0;0;159;159;159;;0;0;0;0;0;0;0
12/01/2007;ON;C;8;21/02/2005;0326/2005;3;N;19;39;906;0;906;906;;9;0;10;0;0;0;0
12/01/2007;ON;RZ;3;02/06/2005;1282/2005;3;N;6;24;612;0;612;612;;0;0;0;6;0;0;0
12/01/2007;R;NO;14;18/07/2005;1688/2005;1;N;1;4;110;0;110;110;;0;0;0;1;0;0;0
12/01/2007;ON;RZ;3;09/03/2006;0516/2006;2;A;1;4;122;0;122;;;0;0;0;1;0;0;0
12/01/2007;ON;NO;15;24/05/2006;1247/2006;1;A;0;1;37;0;37;;;0;0;0;0;0;0;0
12/01/2007;R;NO;14;26/10/2006;2934/2006;1;N;1;3;58;0;58;58;;0;0;1;0;0;0;0
12/01/2007;R;SO;20;05/01/2007;0047/2007;3;A;1;3;121;0;121;;;0;0;1;0;0;0;0
12/01/2007;R;RZ;3;10/01/2007;0072/2007;6;A;0;0;0;176;176;;;0;0;0;0;0;0;0
12/01/2007;R;RZ;4;10/01/2007;0074/2007;8;A;0;0;0;135;135;;;0;0;0;0;0;0;0
12/01/2007;R;FM;18;12/01/2007;0110/2007;3;A;0;1;9;0;9;;;0;0;0;0;0;0;0
12/01/2007;R;VH;7;12/01/2007;0111/2007;3;A;0;1;9;0;9;;;0;0;0;0;0;0;0
15/01/2007;ON;NO;15;23/10/2003;1902/2003;1;A;0;4;93;0;93;;;0;0;0;0;0;0;0
15/01/2007;ON;C;8;22/11/2006;3219/2006;12;A;0;0;0;0;0;;;0;0;0;0;0;0;0
15/01/2007;R;C;2;22/12/2006;3496/2006;6;A;0;0;0;181;181;;;0;0;0;0;0;0;0
15/01/2007;R;NO;15;28/12/2006;3535/2006;8;A;0;0;0;57;57;;;0;0;0;0;0;0;0
15/01/2007;R;NO;16;08/01/2007;0052/2007;1;A;0;1;39;0;39;;;0;0;0;0;0;0;0
15/01/2007;R;NO;16;08/01/2007;0053/2007;3;A;2;6;128;0;128;;;0;1;0;1;0;0;0
15/01/2007;R;NO;15;09/01/2007;0056/2007;8;A;0;0;0;92;92;;;0;0;0;0;0;0;0
15/01/2007;R;NO;16;12/01/2007;0114/2007;6;A;0;0;0;33;33;;;0;0;0;0;0;0;0
16/01/2007;R;VH;6;17/03/1999;0507/1999;1;A;0;1;7;0;7;;;0;0;0;0;0;0;0
16/01/2007;ON;C;8;17/04/2001;0532/2001;4;A;1;6;182;0;182;;;0;0;1;0;0;0;0
16/01/2007;ON;C;1;02/12/2003;2229/2003;3;N;10;42;2230;0;2230;2230;;0;0;0;9;0;1;0
16/01/2007;ON;C;1;02/03/2005;0385/2005;4;N;10;29;937;49;986;986;;0;1;9;0;0;0;0
16/01/2007;ON;C;1;11/04/2006;0776/2006;3;A;0;0;9;0;9;;;0;0;0;0;0;0;0
16/01/2007;ON;C;10;14/08/2006;2144/2006;2;A;0;2;51;0;51;;;0;0;0;0;0;0;0
16/01/2007;ON;C;9;02/10/2006;2656/2006;4;A;0;0;0;112;112;;;0;0;0;0;0;0;0
16/01/2007;R;C;9;07/11/2006;3044/2006;4;A;0;0;18;0;18;;;0;0;0;0;0;0;0
16/01/2007;R;SO;5;09/11/2006;3093/2006;8;N;0;0;0;52;52;52;;0;0;0;0;0;0;0
16/01/2007;R;RZ;3;14/12/2006;3421/2006;1;A;0;4;105;0;105;;;0;0;0;0;0;0;0
16/01/2007;R;NO;15;28/12/2006;3541/2006;8;A;0;0;0;108;108;;;0;0;0;0;0;0;0
16/01/2007;ON;C;1;29/12/2006;3563/2006;4;A;0;0;18;0;18;;;0;0;0;0;0;0;0
17/01/2007;ON;C;1;15/11/2005;2631/2005;4;N;18;36;970;129;1099;1099;;0;18;0;0;0;0;0
17/01/2007;ON;C;1;18/10/2006;2844/2006;4;A;0;0;0;0;0;;;0;0;0;0;0;0;0
17/01/2007;R;NO;16;23/11/2006;3227/2006;6;A;0;0;0;124;124;;;0;0;0;0;0;0;0
17/01/2007;R;NO;16;23/11/2006;3228/2006;6;A;0;0;0;51;51;;;0;0;0;0;0;0;0
17/01/2007;R;SO;11;12/01/2007;0118/2007;1;N;1;3;81;0;81;81;;0;0;1;0;0;0;0
17/01/2007;R;SO;5;15/01/2007;0124/2007;1;N;1;5;149;0;149;149;;0;0;0;0;1;0;0
18/01/2007;ON;C;2;18/04/1982;0697/1982;1;A;0;3;84;0;84;;;0;0;0;0;0;0;0
18/01/2007;ON;RZ;3;25/10/2006;2911/2006;6;A;0;0;0;90;90;;;0;0;0;0;0;0;0
18/01/2007;R;NO;16;12/12/2006;3382/2006;1;A;0;1;38;0;38;;;0;0;0;0;0;0;0
18/01/2007;R;NO;16;15/12/2006;3429/2006;1;A;0;1;13;0;13;;;0;0;0;0;0;0;0
18/01/2007;R;NO;16;12/01/2007;0113/2007;2;N;1;3;57;105;162;162;;0;0;1;0;0;0;0
18/01/2007;C;RZ;3;12/01/2007;0115/2007;2;C;0;0;80;204;284;284;;0;0;0;0;0;0;0
18/01/2007;R;RZ;3;17/01/2007;0166/2007;3;A;0;0;0;0;0;;;0;0;0;0;0;0;0
19/01/2007;ON;RZ;5;27/12/1984;4611/1984;3;A;1;5;139;0;139;;;0;0;0;0;1;0;0
19/01/2007;ON;RZ;5;20/04/1987;0789/1987;6;N;0;0;0;1172;1172;1172;;0;0;0;0;0;0;0
19/01/2007;ON;C;1;15/06/2005;1411/2005;4;N;28;41;1238;27;1265;1265;;17;9;2;0;0;0;0
19/01/2007;ON;C;9;14/07/2005;1659/2005;1;N;1;6;262;0;262;262;;0;0;0;0;0;1;0
19/01/2007;R;C;9;27/07/2005;1758/2005;1;A;0;1;51;0;51;;;0;0;0;0;0;0;0
19/01/2007;R;NO;15;15/08/2006;2164/2007;1;A;0;1;44;0;44;;;0;0;0;0;0;0;0
19/01/2007;R;NO;15;19/12/2006;3457/2006;8;A;0;0;0;438;438;;;0;0;0;0;0;0;0
19/01/2007;R;SO;12;11/01/2007;0092/2007;2;N;1;2;80;102;182;182;;0;1;0;0;0;0;0
22/01/2007;M;NO;15;23/02/1978;1274/1978;8;N;0;0;0;176;176;176;;0;0;0;0;0;0;0
22/01/2007;R;RZ;4;19/01/2007;0190/2007;2;A;0;1;26;100;126;;;0;0;0;0;0;0;0
22/01/2007;M;RZ;4;22/01/2007;0203/2007;1;A;0;3;72;0;72;;;0;0;0;0;0;0;0
23/01/2007;ON;C;1;01/03/2005;0378/2005;4;N;20;80;3012;86;3098;3098;;0;0;10;0;10;0;0
23/01/2007;ON;C;9;02/09/2005;2086/2005;3;A;0;1;66;0;66;;;0;0;0;0;0;0;0
23/01/2007;ON;NO;16;24/11/2006;3243/2006;1;A;0;2;76;0;76;;;0;0;0;0;0;0;0
23/01/2007;R;C;8;05/01/2007;0031/2007;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
23/01/2007;R;C;2;10/01/2007;0078/2007;1;A;0;3;67;0;67;;;0;0;0;0;0;0;0
23/01/2007;C;C;2;15/01/2007;0137/2007;1;C;0;0;103;0;103;103;;0;0;0;0;0;0;0
23/01/2007;R;NO;15;18/01/2007;0171/2007;1;A;0;3;74;0;74;;;0;0;0;0;0;0;0
23/01/2007;R;SO;12;18/01/2007;0180/2007;1;N;1;4;104;0;104;104;;0;0;0;1;0;0;0
23/01/2007;R;C;1;19/01/2007;0182/2007;1;A;0;0;3;0;3;;;0;0;0;0;0;0;0
23/01/2007;R;C;2;22/01/2007;0204/2007;8;A;0;0;0;15;15;;;0;0;0;0;0;0;0
24/01/2007;R;RZ;4;26/12/2006;3506/2006;4;A;1;3;77;27;104;;;0;0;1;0;0;0;0
24/01/2007;R;RZ;5;03/01/2007;0015/2007;3;A;0;1;40;0;40;;;0;0;0;0;0;0;0
25/01/2007;ON;SO;5;13/01/1995;0030/1995;1;A;0;3;93;0;93;;;0;0;0;0;0;0;0
25/01/2007;R;SO;5;02/01/2007;0001/2007;3;B;80;242;4018;0;4018;4018;;0;8;62;10;0;0;0
25/01/2007;R;SO;5;03/01/2007;0018/2007;3;B;108;110;3675;0;3675;3675;;106;2;0;0;0;0;0
25/01/2007;ON;SO;12;22/01/2007;0201/2007;12;A;0;0;0;334;334;;;0;0;0;0;0;0;0
25/01/2007;R;SO;11;23/01/2007;0214/2007;1;A;0;5;177;0;177;;;0;0;0;0;0;0;0
25/01/2007;R;SO;5;25/01/2007;0235/2007;1;A;0;0;18;0;18;;;0;0;0;0;0;0;0
25/01/2007;R;RZ;3;25/01/2007;0238/2007;1;A;0;2;59;0;59;;;0;0;0;0;0;0;0
26/01/2007;M;RZ;3;08/11/2005;2565/2005;1;A;0;3;124;0;124;;;0;0;0;0;0;0;0
26/01/2007;ON;C;2;28/03/2006;0661/2006;3;N;16;16;810;0;810;810;;16;0;0;0;0;0;0
26/01/2007;ON;C;9;04/05/2006;0989/2006;1;N;1;4;128;0;128;128;;0;0;0;1;0;0;0
26/01/2007;M;FM;18;06/12/2006;3349/2006;9;B;0;0;0;513;513;513;;0;0;0;0;0;0;0
26/01/2007;ON;C;2;22/01/2007;0200/2007;3;A;0;0;14;0;14;;;0;0;0;0;0;0;0
26/01/2007;R;RZ;3;24/01/2007;0228/2007;6;A;0;0;0;43;43;;;0;0;0;0;0;0;0
26/01/2007;R;RZ;3;24/01/2007;0229/2007;6;A;0;0;0;310;310;;;0;0;0;0;0;0;0
26/01/2007;R;NO;16;25/01/2007;0231/2007;6;A;0;0;0;0;0;;;0;0;0;0;0;0;0
26/01/2007;R;NO;16;25/01/2007;0232/2007;6;A;0;0;0;0;0;;;0;0;0;0;0;0;0
26/01/2007;R;NO;16;25/01/2007;0233/2007;6;A;0;0;0;0;0;;;0;0;0;0;0;0;0
26/01/2007;R;NO;15;26/01/2007;0244/2007;14;A;0;0;0;55;55;;;0;0;0;0;0;0;0
29/01/2007;ON;RZ;4;15/06/1988;1065/1988;1;A;0;3;73;0;73;;;0;0;0;0;0;0;0
29/01/2007;ON;C;9;27/07/2004;1614/2004;1;N;1;3;52;0;52;52;;0;0;1;0;0;0;0
29/01/2007;ON;C;8;27/06/2005;1526/2005;4;N;11;29;602;21;623;623;;0;6;4;0;1;0;0
29/01/2007;R;SO;20;06/03/2006;0484/2006;1;N;1;1;109;0;109;109;;1;0;0;0;0;0;0
29/01/2007;ON;C;8;07/09/2006;2377/2006;12;A;0;0;0;0;0;;;0;0;0;0;0;0;0
29/01/2007;R;FM;17;03/01/2007;0012/2007;2;A;1;2;77;0;77;;;0;1;0;0;0;0;0
29/01/2007;R;C;2;03/01/2007;0022/2007;3;A;0;3;58;0;58;;;0;0;0;0;0;0;0
29/01/2007;R;NO;15;11/01/2007;0087/2007;3;A;0;2;57;0;57;;;0;0;0;0;0;0;0
29/01/2007;ON;C;1;16/01/2007;0152/2007;16;A;0;0;0;0;0;;;0;0;0;0;0;0;0
29/01/2007;R;C;10;24/01/2007;0224/2007;1;A;0;1;43;0;43;;;0;0;0;0;0;0;0
29/01/2007;R;C;1;26/01/2007;0246/2007;2;A;0;1;32;72;104;;;0;0;0;0;0;0;0
29/01/2007;ON;C;8;26/01/2007;0257/2007;4;A;0;0;2;0;2;;;0;0;0;0;0;0;0
29/01/2007;R;C;3;26/01/2007;0261/2007;3;N;2;4;117;0;117;117;;1;0;1;0;0;0;0
30/01/2007;R;SO;5;31/08/2006;2279/2006;2;A;0;1;15;271;286;;;0;0;0;0;0;0;0
30/01/2007;M;NO;15;11/09/2006;2428/2006;8;A;0;0;0;187;187;;;0;0;0;0;0;0;0
30/01/2007;ON;C;1;19/09/2006;2518/2006;16;A;0;0;0;43;43;;;0;0;0;0;0;0;0
30/01/2007;R;NO;16;14/11/2006;3130/2006;2;N;1;6;161;43;204;204;;0;0;0;0;0;1;0
30/01/2007;C;C;8;29/01/2007;0269/2007;4;C;0;0;206;392;598;598;;0;0;0;0;0;0;0
30/01/2007;ON;NO;15;30/01/2007;0288/2007;8;A;0;0;0;3;3;;;0;0;0;0;0;0;0
31/01/2007;ON;RZ;3;24/09/2002;2012/2002;8;N;0;0;0;158;158;158;;0;0;0;0;0;0;0
31/01/2007;ON;C;9;24/05/2005;1200/2005;3;N;24;57;2076;0;2076;2076;;2;11;11;0;0;0;0
31/01/2007;ON;NO;14;24/08/2005;1992/2005;1;N;1;4;131;0;131;131;;0;0;0;1;0;0;0
31/01/2007;R;C;1;22/01/2006;3210/2006;9;A;0;0;0;102;102;;;0;0;0;0;0;0;0
31/01/2007;ON;NO;16;18/08/2006;2189/2006;1;N;1;3;67;0;67;67;;0;0;1;0;0;0;0
31/01/2007;R;SO;12;05/01/2007;0048/2007;3;N;3;6;162;0;162;162;;1;1;1;0;0;0;0
31/01/2007;ON;RZ;3;08/01/2007;0054/2007;4;A;2;5;113;0;113;;;0;1;1;0;0;0;0
31/01/2007;R;SO;11;17/01/2007;0155/2007;1;A;0;2;47;0;47;;;0;0;0;0;0;0;0
31/01/2007;R;C;3;23/01/2007;0213/2007;6;A;0;0;0;149;149;;;0;0;0;0;0;0;0
31/01/2007;R;RZ;5;30/01/2007;0281/2007;1;N;1;3;62;0;62;62;;0;0;1;0;0;0;0
31/01/2007;R;RZ;3;30/01/2007;0289/2007;3;A;0;3;72;0;72;;;0;0;0;0;0;0;0
31/01/2007;R;RZ;5;31/01/2007;0298/2007;1;A;0;2;34;0;34;;;0;0;0;0;0;0;0
31/01/2007;R;RZ;5;31/01/2007;0305/2007;1;A;0;1;23;0;23;;;0;0;0;0;0;0;0
01/02/2007;M;FM;17;27/01/1977;0156/1977;6;A;0;0;0;842;842;;;0;0;0;0;0;0;0
01/02/2007;R;C;11;05/07/2006;1680/2007;1;N;1;5;158;0;158;158;;0;0;0;0;1;0;0
01/02/2007;ON;RZ;5;02/11/2006;3010/2006;8;A;0;0;0;55;55;;;0;0;0;0;0;0;0
01/02/2007;R;C;9;18/01/2007;0179/2007;10;A;0;0;0;23;23;;;0;0;0;0;0;0;0
01/02/2007;R;C;8;25/01/2007;0243/2007;7;A;0;0;0;37;37;;;0;0;0;0;0;0;0
01/02/2007;R;RZ;5;31/01/2007;0307/2007;1;A;0;1;32;0;32;;;0;0;0;0;0;0;0
01/02/2007;R;RZ;3;01/02/2007;0315/2007;3;A;1;3;53;0;53;;;0;0;1;0;0;0;0
01/02/2007;R;RZ;3;01/02/2007;0318/2007;1;A;0;1;56;0;56;;;0;0;0;0;0;0;0
01/02/2007;R;RZ;5;01/02/2007;0319/2007;3;A;1;4;79;0;79;;;0;0;1;0;0;0;0
01/02/2007;R;RZ;5;01/02/2007;0321/2007;1;A;0;1;11;0;11;;;0;0;0;0;0;0;0
02/02/2007;ON;C;9;11/02/2004;0225/2004;3;A;16;40;1079;0;1079;;;0;8;8;0;0;0;0
02/02/2007;R;NO;16;19/01/2007;0187/2007;1;A;0;2;43;0;43;;;0;0;0;0;0;0;0
02/02/2007;R;C;9;01/02/2007;0322/2007;1;A;0;1;32;0;32;;;0;0;0;0;0;0;0
02/02/2007;ON;C;9;01/02/2007;0325/2007;3;A;0;0;15;0;15;;;0;0;0;0;0;0;0
02/02/2007;R;RZ;3;02/02/2007;0335/2007;8;A;0;0;0;5;5;;;0;0;0;0;0;0;0
02/02/2007;C;C;2;02/02/2007;0343/2007;8;C;0;0;0;82;82;82;;0;0;0;0;0;0;0
02/02/2007;R;RZ;3;05/02/2007;0353/2007;2;N;1;5;170;17;187;187;;0;0;0;0;1;0;0
03/02/2007;R;RZ;4;18/01/2007;0173/2007;3;A;0;1;24;0;24;;;0;0;0;0;0;0;0
05/02/2007;ON;RZ;4;05/05/2005;1016/2005;4;N;3;6;121;41;162;162;;0;3;0;0;0;0;0
05/02/2007;R;C;9;22/09/2006;2581/2006;8;A;0;0;0;109;109;;;0;0;0;0;0;0;0
05/02/2007;R;C;8;16/01/2007;0139/2007;6;N;0;0;0;317;317;317;;0;0;0;0;0;0;0
05/02/2007;R;C;8;19/01/2007;0191/2007;6;A;0;0;0;0;0;;;0;0;0;0;0;0;0
05/02/2007;ON;RZ;4;30/01/2007;0277/2007;3;A;0;0;0;0;0;;;0;0;0;0;0;0;0
05/02/2007;R;C;8;30/01/2007;0282/2007;2;A;0;0;0;33;33;;;0;0;0;0;0;0;0
05/02/2007;R;C;9;30/01/2007;0283/2007;8;A;0;0;0;44;44;;;0;0;0;0;0;0;0
05/02/2007;R;RZ;3;02/02/2007;0342/2007;1;A;0;2;44;0;44;;;0;0;0;0;0;0;0
05/02/2007;R;C;8;05/02/2007;0346/2007;7;A;0;0;0;39;39;;;0;0;0;0;0;0;0
06/02/2007;R;C;9;22/09/2006;2580/2006;6;N;0;0;0;390;390;390;;0;0;0;0;0;0;0
06/02/2007;R;RZ;3;28/12/2006;3551/2006;2;A;0;0;0;107;107;;;0;0;0;0;0;0;0
06/02/2007;R;RZ;4;06/02/2007;0359/2007;4;A;1;5;183;69;252;;;0;0;0;0;1;0;0
06/02/2007;R;VH;8;06/02/2007;0361/2007;3;A;0;1;14;0;14;;;0;0;0;0;0;0;0
07/02/2007;ON;SO;12;08/03/2005;0476/2005;2;A;1;3;121;0;121;;;0;0;1;0;0;0;0
07/02/2007;R;NO;16;17/01/2007;0162/2007;3;A;0;3;78;0;78;;;0;0;0;0;0;0;0
07/02/2007;R;SO;5;06/02/2007;0358/2007;1;N;1;2;78;0;78;78;;0;1;0;0;0;0;0
08/02/2007;R;NO;16;06/02/2007;0365/2007;6;N;0;0;0;295;295;295;;0;0;0;0;0;0;0
08/02/2007;R;VH;6;07/02/2007;0381/2007;1;N;1;2;56;0;56;56;;0;1;0;0;0;0;0
08/02/2007;R;RZ;3;08/02/2007;0395/2007;1;A;0;1;13;0;13;;;0;0;0;0;0;0;0
08/02/2007;R;RZ;3;08/02/2007;0397/2007;2;A;0;0;0;0;0;;;0;0;0;0;0;0;0
09/02/2007;ON;VH;7;23/06/1989;0752/1989;1;A;0;1;45;0;45;;;0;0;0;0;0;0;0
09/02/2007;ON;C;2;18/07/2005;1692/2005;4;N;3;8;150;190;340;340;;0;1;2;0;0;0;0
09/02/2007;R;VH;7;08/02/2007;0391/2007;1;A;0;0;5;0;5;;;0;0;0;0;0;0;0
09/02/2007;R;NO;15;09/02/2007;0402/2007;8;A;0;0;0;15;15;;;0;0;0;0;0;0;0
12/02/2007;ON;C;1;04/06/2004;1222/2004;4;N;14;14;992;0;992;992;;14;0;0;0;0;0;0
12/02/2007;R;RZ;4;08/06/2005;1329/2005;6;N;0;0;0;213;213;213;;0;0;0;0;0;0;0
12/02/2007;ON;NO;14;29/06/2005;1535/2005;3;N;5;18;432;0;432;432;;0;0;2;3;0;0;0
12/02/2007;M;C;1;07/09/2006;2388/2006;10;A;0;0;0;65;65;;;0;0;0;0;0;0;0
12/02/2007;M;SO;12;26/12/2006;3503/2006;8;N;0;0;0;317;317;317;;0;0;0;0;0;0;0
12/02/2007;ON;C;1;22/01/2007;0205/2007;4;A;0;0;0;0;0;;;0;0;0;0;0;0;0
12/02/2007;R;SO;20;30/01/2007;0279/2007;5;A;0;0;0;154;154;;;0;0;0;0;0;0;0
12/02/2007;R;C;9;06/02/2007;0366/2007;3;A;0;3;56;0;56;;;0;0;0;0;0;0;0
12/02/2007;R;VH;13;08/02/2007;0400/2007;3;N;3;6;182;0;182;182;;0;3;0;0;0;0;0
12/02/2007;R;C;1;09/02/2007;0406/2007;3;A;0;0;11;0;11;;;0;0;0;0;0;0;0
12/02/2007;R;RZ;5;09/02/2007;0412/2007;1;A;0;0;14;0;14;;;0;0;0;0;0;0;0
13/02/2007;ON;VH;6;07/04/1999;0628/1999;3;N;2;8;208;0;208;208;;0;0;0;2;0;0;0
13/02/2007;ON;VH;7;18/02/2004;0288/2004;6;N;0;0;0;150;150;150;;0;0;0;0;0;0;0
13/02/2007;ON;C;9;23/04/2004;0788/2004;1;N;1;6;333;0;333;333;;0;0;0;0;0;1;0
13/02/2007;R;VH;13;22/02/2005;0340/2005;3;N;1;2;66;0;66;66;;1;0;0;0;0;0;0
13/02/2007;ON;FM;10;12/07/2006;1759/2006;6;A;0;0;0;442;442;;;0;0;0;0;0;0;0
13/02/2007;R;RZ;5;01/02/2007;0313/2007;3;N;3;9;268;0;268;268;;1;1;0;0;0;1;0
13/02/2007;R;C;1;08/02/2007;0399/2007;3;A;0;0;0;0;0;;;0;0;0;0;0;0;0
14/02/2007;ON;RZ;4;16/09/1974;4653/1974;4;A;1;4;135;0;135;;;0;0;0;1;0;0;0
14/02/2007;ON;NO;8;06/11/1995;0863/1995;1;A;0;3;128;0;128;;;0;0;0;0;0;0;0
14/02/2007;ON;NO;16;07/12/2000;1899/2000;8;A;1;3;136;0;136;;;0;0;1;0;0;0;0
