Final;Tipo;CMD;Secc.;Fecha Perm.;Permiso;Cod.;A/N;Viv.;Hab.;Sup. Viv.;Sup. Loc.;Sup. Final;Sup. Tot.;Plantas;1H;2H;3H;4H;5H;6H;+6H
30/08/2017;M;NO;16;10/09/2014;1754/2014;1;A;0;3;99;0;99;168;2;0;0;0;0;0;0;0
30/08/2017;D;C;1;23/06/2017;1089/2017;1;D;0;0;243;0;243;0;0;0;0;0;0;0;0;0
30/08/2017;R;NO;15;26/07/2017;1383/2017;8;N;0;0;0;155;155;155;1;0;0;0;0;0;0;0
30/08/2017;R;NO;15;26/07/2017;1383/2017;8;N;0;0;0;155;155;155;1;0;0;0;0;0;0;0
30/08/2017;R;NO;14;31/07/2017;1439/2017;3;N;2;3;98;0;98;98;1;1;1;0;0;0;0;0
30/08/2017;R;FM;17;01/08/2017;1443/2017;8;N;0;0;0;136;136;136;1;0;0;0;0;0;0;0
30/08/2017;R;NO;15;10/08/2017;1533/2017;1;A;0;2;43;0;43;521;2;0;0;0;0;0;0;0
30/08/2017;R;NO;16;18/08/2017;1597/2017;8;A;0;0;0;0;0;177;2;0;0;0;0;0;0;0
30/08/2017;R;RZ;5;22/08/2017;1616/2017;3;N;2;5;132;0;132;132;2;0;1;1;0;0;0;0
30/08/2017;R;FM;10;23/08/2017;1037/2017;1;N;1;2;89;0;89;89;1;0;1;0;0;0;0;0
30/08/2017;R;NO;16;23/08/2017;1625/2017;1;N;1;3;113;0;113;113;1;0;0;1;0;0;0;0
30/08/2017;R;FM;17;23/08/2017;1629/2017;3;N;2;4;114;0;114;114;1;1;0;1;0;0;0;0
30/08/2017;R;FM;10;23/08/2017;1634/2017;3;A;0;1;22;0;22;275;2;0;0;0;0;0;0;0
30/08/2017;R;FM;18;24/08/2017;1647/2017;1;N;1;4;193;0;193;193;2;0;0;0;1;0;0;0
30/08/2017;R;FM;10;24/08/2017;1653/2017;8;A;0;0;0;77;77;233;2;0;0;0;0;0;0;0
30/08/2017;R;NO;16;28/08/2017;1707/2017;1;N;1;2;98;0;98;98;1;0;1;0;0;0;0;0
30/08/2017;R;RZ;3;29/08/2017;1710/2017;4;A;1;4;116;0;116;179;2;0;0;1;0;0;0;0
30/08/2017;R;RZ;3;29/08/2017;1711/2017;3;A;1;4;126;0;126;194;2;0;0;0;1;0;0;0
31/08/2017;ON;C;9;11/04/2013;0636/2013;3;N;30;40;1350;0;1350;1350;11;20;10;0;0;0;0;0
31/08/2017;ON;C;2;08/08/2013;1606/2013;4;N;60;89;3584;123;3707;3.707;7;31;29;0;0;0;0;0
31/08/2017;ON;C;2;15/06/2015;1202/2015;4;A;0;0;938;0;938;4645;8;0;0;0;0;0;0;0
31/08/2017;ON;C;8;02/05/2016;0755/2016;6;N;0;0;0;694;694;694;3;0;0;0;0;0;0;0
31/08/2017;ON;C;9;03/10/2016;1852/2016;1;N;1;4;93;0;93;93;2;0;0;0;1;0;0;0
31/08/2017;ON;C;9;14/11/2016;2121/2016;4;A;0;0;595;0;595;1945;11;0;0;0;0;0;0;0
31/08/2017;ON;C;1;25/11/2016;2225/2016;8;A;0;0;0;0;0;119;1;0;0;0;0;0;0;0
31/08/2017;D;C;9;04/01/2017;0029/2017;1;D;0;0;59;0;59;0;0;0;0;0;0;0;0;0
31/08/2017;D;C;9;04/04/2017;0535/2017;1;D;0;0;211;0;211;0;0;0;0;0;0;0;0;0
31/08/2017;ON;C;2;11/05/2017;0747/2017;4;A;0;0;0;0;0;4645;8;0;0;0;0;0;0;0
31/08/2017;D;C;8;07/07/2017;1226/2017;6;D;0;0;0;267;267;0;0;0;0;0;0;0;0;0
31/08/2017;D;C;9;07/07/2017;1229/2017;1;D;0;0;147;0;147;0;0;0;0;0;0;0;0;0
31/08/2017;R;C;1;24/07/2017;1352/2017;1;A;0;4;139;0;139;275;3;0;0;0;0;0;0;0
31/08/2017;R;C;1;08/08/2017;1502/2017;3;A;1;5;153;0;153;202;4;0;0;0;0;1;0;0
31/08/2017;R;NO;16;10/08/2017;1529/2017;1;A;0;0;0;0;0;137;2;0;0;0;0;0;0;0
31/08/2017;R;NO;15;10/08/2017;1531/2017;1;A;0;2;46;0;46;104;1;0;0;0;0;0;0;0
31/08/2017;R;NO;16;23/08/2017;1622/2017;8;A;0;0;0;34;34;387;2;0;0;0;0;0;0;0
31/08/2017;R;NO;14;23/08/2017;1627/2017;1;A;0;1;22;0;22;91;1;0;0;0;0;0;0;0
31/08/2017;R;NO;14;23/08/2017;1630/2017;1;A;0;2;41;0;41;105;1;0;0;0;0;0;0;0
31/08/2017;R;SO;11;24/08/2017;1648/2017;1;A;0;0;61;0;61;170;2;0;0;0;0;0;0;0
31/08/2017;R;C;10;24/08/2017;1678/2017;8;A;0;0;0;76;76;154;1;0;0;0;0;0;0;0
31/08/2017;R;NO;14;28/08/2017;1698/2017;1;A;0;3;80;0;80;228;1;0;0;0;0;0;0;0
31/08/2017;R;NO;14;30/08/2017;1719/2017;6;N;0;0;0;39;39;39;1;0;0;0;0;0;0;0
31/08/2017;R;NO;15;30/08/2017;1722/2017;1;A;0;0;18;0;18;171;2;0;0;0;0;0;0;0
31/08/2017;R;NO;14;30/08/2017;1723/2017;6;N;0;0;0;66;66;66;1;0;0;0;0;0;0;0
31/08/2017;R;FM;10;30/08/2017;1728/2017;1;A;0;4;111;0;111;149;2;0;0;0;0;0;0;0
01/09/2017;R;VH;15;14/02/2002;0120/2002;2;A;0;0;70;62;132;209;1;0;0;0;0;0;0;0
01/09/2017;ON;NO;16;05/05/2005;0998/2005;1;A;0;3;59;0;59;148;2;0;0;0;0;0;0;0
01/09/2017;M;NO;15;13/01/2017;0089/2017;1;A;0;3;55;0;55;113;2;0;0;0;0;0;0;0
01/09/2017;M;NO;15;13/01/2017;0089/2017;1;A;0;3;55;0;55;113;2;0;0;0;0;0;0;0
01/09/2017;D;C;9;21/04/2017;0636/2017;1;D;0;0;221;0;221;0;0;0;0;0;0;0;0;0
01/09/2017;R;NO;16;19/07/2017;1301/2017;1;A;0;1;16;0;16;127;1;0;0;0;0;0;0;0
01/09/2017;R;SO;21;19/07/2017;1322/2017;1;N;1;4;121;0;121;121;2;0;0;0;1;0;0;0
01/09/2017;R;SO;20;19/07/2017;1327/2017;8;A;0;0;0;48;48;356;2;0;0;0;0;0;0;0
01/09/2017;R;SO;20;14/08/2017;1552/2017;1;N;1;4;121;0;121;121;1;0;0;0;1;0;0;0
01/09/2017;R;NO;16;16/08/2017;1580/2017;1;A;0;0;3;0;3;177;2;0;0;0;0;0;0;0
01/09/2017;R;SO;5;24/08/2017;1659/2017;3;A;2;5;111;0;111;261;2;0;1;1;0;0;0;0
01/09/2017;R;NO;15;25/08/2017;1685/2017;1;A;0;4;83;0;83;241;2;0;0;0;0;0;0;0
01/09/2017;R;NO;15;25/08/2017;1690/2017;1;A;0;3;73;0;73;112;2;0;0;0;0;0;0;0
01/09/2017;C;C;1;31/08/2017;1742/2017;8;C;0;0;239;0;239;239;1;0;0;0;0;0;0;0
01/09/2017;R;RZ;4;31/08/2017;1748/2017;6;N;0;0;0;373;373;373;1;0;0;0;0;0;0;0
04/09/2017;ON;NO;14;16/08/2012;1642/2012;1;N;1;3;119;0;119;119;2;0;0;1;0;0;0;0
04/09/2017;M;VH;7;12/05/2015;0899/2015;3;A;1;3;121;0;121;217;3;0;0;1;0;0;0;0
04/09/2017;D;C;8;08/08/2017;1491/2017;1;D;0;0;178;0;178;0;0;0;0;0;0;0;0;0
04/09/2017;R;NO;15;14/08/2017;1548/2017;1;A;0;1;11;0;11;76;1;0;0;0;0;0;0;0
04/09/2017;R;SO;5;24/08/2017;1660/2017;1;N;1;2;96;0;96;96;1;0;1;0;0;0;0;0
04/09/2017;R;C;2;28/08/2017;1699/2017;6;A;0;0;0;0;0;203;1;0;0;0;0;0;0;0
04/09/2017;R;VH;13;04/09/2017;1776/2017;6;A;0;0;0;385;385;459;1;0;0;0;0;0;0;0
04/09/2017;R;VH;6;04/09/2017;1790/2017;1;N;1;1;96;0;96;96;1;1;0;0;0;0;0;0
05/09/2017;ON;RZ;3;28/04/1987;0367/1987;1;N;1;3;106;0;106;106;1;0;0;1;0;0;0;0
05/09/2017;ON;RZ;3;18/12/1988;3414/1988;1;N;1;3;92;0;92;92;1;0;0;1;0;0;0;0
05/09/2017;ON;RZ;3;02/08/2005;1814/2005;3;A;1;1;54;0;54;118;2;1;0;0;0;0;0;0
05/09/2017;D;C;1;24/05/2017;0856/2017;16;A;0;0;0;0;0;338;1;0;0;0;0;0;0;0
05/09/2017;D;C;1;29/06/2017;1138/2017;8;D;0;0;0;258;258;0;0;0;0;0;0;0;0;0
05/09/2017;D;C;8;17/07/2017;1291/2017;1;D;0;0;164;0;164;0;0;0;0;0;0;0;0;0
05/09/2017;R;NO;15;10/08/2017;1535/2017;1;N;1;1;74;0;74;74;1;1;0;0;0;0;0;0
05/09/2017;R;VH;7;05/09/2017;1794/2017;1;A;0;1;8;0;8;80;2;0;0;0;0;0;0;0
05/09/2017;R;VH;13;05/09/2017;1795/2017;1;N;1;3;90;0;90;90;1;0;0;1;0;0;0;0
05/09/2017;R;VH;13;05/09/2017;1796/2017;1;A;0;2;98;0;98;173;1;0;0;0;0;0;0;0
05/09/2017;R;VH;13;05/09/2017;1808/2017;12;A;0;0;0;99;99;1015;2;0;0;0;0;0;0;0
06/09/2017;ON;RZ;4;03/06/2016;0993/2016;5;A;0;0;0;0;0;524;2;0;0;0;0;0;0;0
06/09/2017;M;RZ;4;18/05/2017;0800/2017;1;N;1;5;198;0;198;198;2;0;0;0;0;1;0;0
06/09/2017;R;C;8;17/08/2017;1588/2017;1;N;1;2;61;0;61;61;1;0;1;0;0;0;0;0
06/09/2017;R;C;8;17/08/2017;1589/2017;6;A;0;0;0;16;16;153;2;0;0;0;0;0;0;0
06/09/2017;R;NO;15;28/08/2017;1709/2017;1;N;1;4;121;0;121;121;1;0;0;0;1;0;0;0
06/09/2017;R;FM;11;30/08/2017;1727/2017;6;N;0;0;0;105;105;105;1;0;0;0;0;0;0;0
06/09/2017;R;RZ;4;31/08/2017;1751/2017;4;A;0;2;43;0;43;241;2;0;0;0;0;0;0;0
06/09/2017;R;NO;14;04/09/2017;1773/2017;8;N;0;0;0;144;144;144;1;0;0;0;0;0;0;0
06/09/2017;R;RZ;4;05/09/2017;1807/2017;1;A;0;1;69;0;69;134;1;0;0;0;0;0;0;0
06/09/2017;R;VH;6;06/09/2017;1811/2017;4;A;0;2;64;0;64;248;2;0;0;0;0;0;0;0
06/09/2017;R;VH;7;06/09/2017;1818/2017;3;A;0;2;43;0;43;177;2;0;0;0;0;0;0;0
07/09/2017;ON;NO;16;20/04/1983;0656/1983;12;N;0;0;0;898;898;898;4;0;0;0;0;0;0;0
07/09/2017;ON;NO;16;06/11/1996;0793/1996;12;A;0;0;0;229;229;1127;4;0;0;0;0;0;0;0
07/09/2017;M;NO;14;21/01/2006;0221/2006;1;N;1;2;95;0;95;95;1;0;1;0;0;0;0;0
07/09/2017;ON;C;1;23/03/2009;0714/2009;3;N;14;84;3295;0;3295;3295;9;0;0;0;0;0;14;0
07/09/2017;ON;C;1;23/05/2014;0960/2014;4;N;63;63;2520;22;2542;2542;11;63;0;0;0;0;0;0
07/09/2017;ON;C;8;30/10/2015;2266/2015;3;N;20;29;908;0;908;908;5;11;9;0;0;0;0;0
07/09/2017;D;C;9;24/02/2017;0357/2017;2;D;0;0;165;75;240;0;0;0;0;0;0;0;0;0
07/09/2017;ON;C;1;29/05/2017;0890/2017;4;A;0;0;630;181;811;4106;10;0;0;0;0;0;0;0
07/09/2017;R;SO;4;17/07/2017;1293/2017;8;A;0;0;0;31;31;542;1;0;0;0;0;0;0;0
07/09/2017;D;C;9;28/07/2017;0669/2017;6;D;0;0;0;622;622;0;0;0;0;0;0;0;0;0
07/09/2017;R;VH;14;31/07/2017;1438/2017;1;A;0;0;31;0;31;183;2;0;0;0;0;0;0;0
07/09/2017;R;NO;16;22/08/2017;1614/2017;1;A;0;3;111;0;111;188;1;0;0;0;0;0;0;0
07/09/2017;R;VH;6;24/08/2017;1677/2017;6;A;0;0;0;11;11;249;1;0;0;0;0;0;0;0
07/09/2017;R;NO;15;25/08/2017;1692/2017;1;N;1;3;73;0;73;73;1;0;0;1;0;0;0;0
07/09/2017;R;NO;14;31/08/2017;1750/2017;3;N;3;4;102;0;102;102;2;2;1;0;0;0;0;0
07/09/2017;R;RZ;4;07/09/2017;1827/2017;6;N;0;0;0;250;250;250;1;0;0;0;0;0;0;0
07/09/2017;R;VH;7;07/09/2017;1836/2017;1;A;0;2;55;0;55;124;2;0;0;0;0;0;0;0
07/09/2017;ON;VH;13;07/09/2017;1838/2017;3;A;1;4;78;0;78;140;1;0;0;1;0;0;0;0
07/09/2017;R;VH;7;07/09/2017;1840/2017;1;A;0;3;84;0;84;165;2;0;0;0;0;0;0;0
08/09/2017;ON;NO;14;05/09/2013;1802/2013;1;N;1;2;70;0;70;70;1;0;1;0;0;0;0;0
08/09/2017;ON;SO;11;20/12/2013;2645/2013;3;A;1;2;77;0;77;202;2;0;1;0;0;0;0;0
08/09/2017;ON;C;9;12/10/2016;1914/2016;1;A;0;2;81;0;81;214;2;0;0;0;0;0;0;0
08/09/2017;ON;SO;5;12/06/2017;0987/2017;8;N;0;0;0;309;309;309;1;0;0;0;0;0;0;0
08/09/2017;R;NO;16;23/08/2017;1631/2017;1;N;1;1;116;0;116;116;1;1;0;0;0;0;0;0
08/09/2017;R;SO;11;30/08/2017;1720/2017;1;N;1;5;132;0;132;132;1;0;0;0;0;1;0;0
08/09/2017;R;SO;5;30/08/2017;1730/2017;8;N;0;0;0;55;55;55;1;0;0;0;0;0;0;0
08/09/2017;R;C;9;30/08/2017;1732/2017;1;A;0;3;79;0;79;223;2;0;0;0;0;0;0;0
08/09/2017;R;NO;15;31/08/2017;1743/2017;1;A;0;1;18;0;18;129;2;0;0;0;0;0;0;0
08/09/2017;R;SO;11;31/08/2017;1755/2017;3;A;1;2;69;0;69;161;2;0;1;0;0;0;0;0
08/09/2017;R;C;1;01/09/2017;1760/2017;8;A;0;0;0;46;46;318;2;0;0;0;0;0;0;0
08/09/2017;R;C;1;01/09/2017;1763/2017;4;A;0;0;0;19;19;1849;8;0;0;0;0;0;0;0
08/09/2017;ON;NO;14;01/09/2017;1766/2017;1;A;0;0;10;0;10;80;1;0;0;0;0;0;0;0
08/09/2017;R;NO;15;04/09/2017;1772/2017;3;N;2;2;94;0;94;94;1;2;0;0;0;0;0;0
08/09/2017;R;VH;6;06/09/2017;1819/2017;3;A;1;1;51;0;51;256;1;1;0;0;0;0;0;0
08/09/2017;R;VH;7;07/09/2017;1791/2017;3;A;1;2;71;0;71;145;2;0;1;0;0;0;0;0
08/09/2017;R;NO;16;08/09/2017;1845/2017;3;A;1;4;157;0;157;229;2;0;0;0;1;0;0;0
10/09/2017;R;RZ;4;29/08/2017;1714/2017;1;A;0;1;17;0;17;72;1;0;0;0;0;0;0;0
11/09/2017;ON;C;1;10/08/1992;0933/1992;8;N;0;0;0;546;546;546;2;0;0;0;0;0;0;0
11/09/2017;ON;C;1;08/09/1993;0923/1993;8;A;0;0;0;19;19;565;2;0;0;0;0;0;0;0
11/09/2017;ON;C;9;16/09/2011;2168/2011;4;N;30;40;1477;29;1506;1506;11;20;10;0;0;0;0;0
11/09/2017;M;VH;7;03/06/2014;1035/2014;3;A;1;5;121;0;121;176;2;0;0;1;0;0;0;0
11/09/2017;D;C;9;17/04/2017;0600/2017;1;D;0;0;73;0;73;0;0;0;0;0;0;0;0;0
11/09/2017;R;SO;11;23/08/2017;1633/2017;1;N;1;2;108;0;108;108;1;0;1;0;0;0;0;0
11/09/2017;R;VH;13;11/09/2017;1863/2017;1;A;0;0;6;0;6;154;1;0;0;0;0;0;0;0
12/09/2017;M;VH;6;14/12/2009;2965/2009;1;A;0;0;112;0;112;302;3;0;0;0;0;0;0;0
12/09/2017;ON;NO;15;22/12/2010;2773/2010;1;N;1;9;376;0;376;376;2;0;0;0;0;0;0;1
12/09/2017;ON;VH;6;12/07/2013;1376/2013;1;N;1;3;104;0;104;104;2;0;0;1;0;0;0;0
12/09/2017;ON;VH;6;19/11/2013;2386/2013;4;N;14;31;1159;68;1227;1.227;6;1;9;4;0;0;0;0
12/09/2017;M;VH;6;25/03/2014;0526/2014;1;A;0;2;56;0;56;143;2;0;0;0;0;0;0;0
12/09/2017;ON;VH;6;16/03/2015;0486/2015;1;N;1;5;133;0;133;133;2;0;0;0;0;1;0;0
12/09/2017;ON;VH;6;24/12/2015;2682/2015;3;A;1;3;115;0;115;495;3;0;0;1;0;0;0;0
12/09/2017;R;RZ;4;31/08/2017;1754/2017;1;N;1;3;102;0;102;102;1;0;0;1;0;0;0;0
12/09/2017;R;SO;11;05/09/2017;1788/2017;1;A;0;1;22;0;22;91;2;0;0;0;0;0;0;0
12/09/2017;R;RZ;3;05/09/2017;1806/2017;2;N;1;6;125;16;141;141;2;0;0;0;0;0;1;0
12/09/2017;R;SO;11;07/09/2017;1828/2017;1;A;0;5;148;0;148;202;2;0;0;0;0;0;0;0
12/09/2017;R;FM;18;07/09/2017;1833/2017;3;N;2;6;174;0;174;174;1;0;1;0;1;0;0;0
12/09/2017;R;RZ;3;11/09/2017;1861/2017;1;A;0;0;31;0;31;123;1;0;0;0;0;0;0;0
13/09/2017;ON;C;1;24/12/1986;3465/1986;12;A;0;0;0;93;93;290;2;0;0;0;0;0;0;0
13/09/2017;ON;C;9;13/04/2010;0622/2010;3;N;34;34;1542;0;1542;1542;12;34;0;0;0;0;0;0
13/09/2017;ON;C;9;13/02/2013;0321/2013;4;A;0;0;0;0;0;1541;1;0;0;0;0;0;0;0
13/09/2017;ON;NO;14;31/07/2014;1465/2014;1;N;1;8;314;0;314;314;2;0;0;0;0;0;1;0
13/09/2017;R;VH;13;06/06/2016;1000/2016;4;A;0;0;0;0;0;1091;2;0;0;0;0;0;0;0
13/09/2017;R;RZ;5;15/12/2016;2333/2016;3;A;1;3;106;0;106;182;2;0;1;0;0;0;0;0
13/09/2017;ON;C;9;30/12/2016;2437/2016;8;A;0;0;0;0;0;303;2;0;0;0;0;0;0;0
13/09/2017;M;C;1;19/01/2017;0121/2017;1;A;0;2;53;0;53;247;2;0;0;0;0;0;0;0
13/09/2017;R;RZ;5;23/08/2017;1632/2017;4;A;0;2;80;0;80;349;2;0;0;0;0;0;0;0
13/09/2017;R;FM;17;31/08/2017;1735/2017;1;N;1;1;97;0;97;97;1;1;0;0;0;0;0;0
13/09/2017;R;C;2;01/09/2017;1759/2017;8;A;0;0;0;143;143;28;1;0;0;0;0;0;0;0
13/09/2017;R;C;1;05/09/2017;1792/2017;8;A;0;0;0;57;57;245;2;0;0;0;0;0;0;0
13/09/2017;R;RZ;4;06/09/2017;1821/2017;2;A;1;4;95;0;95;329;2;0;0;0;1;0;0;0
13/09/2017;R;RZ;4;06/09/2017;1822/2017;6;N;0;0;0;210;210;210;1;0;0;0;0;0;0;0
13/09/2017;R;SO;11;12/09/2017;1872/2017;2;A;0;1;45;46;91;146;2;0;0;0;0;0;0;0
13/09/2017;R;NO;14;12/09/2017;1876/2017;1;A;0;0;0;0;0;314;2;0;0;0;0;0;0;0
13/09/2017;R;VH;7;13/09/2017;1889/2017;1;A;0;2;112;0;112;164;2;0;0;0;0;0;0;0
14/09/2017;ON;NO;16;21/09/1973;4323/1973;1;N;1;3;60;0;60;60;1;0;0;1;0;0;0;0
14/09/2017;ON;NO;16;07/09/1984;2507/1984;1;N;1;3;59;0;59;59;1;0;0;1;0;0;0;0
14/09/2017;ON;C;8;26/09/2011;2244/2011;8;A;0;0;0;97;97;2.158;3;0;0;0;0;0;0;0
14/09/2017;ON;NO;15;07/05/2013;0841/2013;1;N;1;6;210;0;210;210;2;0;0;0;0;0;1;0
14/09/2017;R;FM;17;30/08/2017;1725/2017;3;N;2;4;96;0;96;96;2;0;2;0;0;0;0;0
14/09/2017;R;SO;11;31/08/2017;1753/2017;3;A;0;4;76;0;76;174;2;0;0;0;0;0;0;0
14/09/2017;R;FM;17;04/09/2017;1786/2017;6;A;0;0;0;5;5;199;1;0;0;0;0;0;0;0
14/09/2017;R;FM;17;05/09/2017;1800/2017;8;A;0;0;0;70;70;265;2;0;0;0;0;0;0;0
14/09/2017;R;FM;17;05/09/2017;1801/2017;8;A;0;0;0;20;20;623;2;0;0;0;0;0;0;0
14/09/2017;R;NO;15;06/09/2017;1814/2017;1;A;0;0;0;0;0;162;2;0;0;0;0;0;0;0
14/09/2017;R;NO;16;06/09/2017;1816/2017;1;N;1;4;94;0;94;94;1;0;0;0;1;0;0;0
14/09/2017;R;FM;10;07/09/2017;1832/2017;3;A;0;0;25;0;25;187;2;0;0;0;0;0;0;0
14/09/2017;R;FM;11;11/09/2017;1860/2017;1;N;1;3;82;0;82;82;2;0;0;1;0;0;0;0
14/09/2017;R;FM;10;13/09/2017;1882/2017;5;A;0;0;0;77;77;1103;2;0;0;0;0;0;0;0
15/09/2017;ON;NO;16;26/09/1988;1846/1988;6;N;0;0;0;609;609;609;1;0;0;0;0;0;0;0
15/09/2017;R;SO;12;09/09/1998;1935/1998;6;N;0;0;0;217;217;217;2;0;0;0;0;0;0;0
15/09/2017;M;FM;10;19/08/2014;1608/2014;1;A;0;2;74;0;74;144;2;0;0;0;0;0;0;0
15/09/2017;ON;C;8;11/05/2016;0828/2016;1;A;0;2;44;0;44;444;2;0;0;0;0;0;0;0
15/09/2017;ON;SO;5;04/01/2017;0022/2017;6;N;0;0;0;446;446;446;1;0;0;0;0;0;0;0
15/09/2017;R;NO;14;23/08/2017;1628/2017;1;A;0;1;28;0;28;88;1;0;0;0;0;0;0;0
15/09/2017;R;C;8;01/09/2017;1757/2017;1;A;0;2;29;0;29;156;2;0;0;0;0;0;0;0
15/09/2017;R;NO;15;01/09/2017;1768/2017;1;N;1;4;167;0;167;167;2;0;0;0;1;0;0;0
15/09/2017;R;NO;16;01/09/2017;1769/2017;1;N;1;6;182;0;182;182;2;0;0;0;0;0;1;0
15/09/2017;R;SO;11;07/09/2017;1831/2017;2;A;0;4;125;0;125;284;1;0;0;0;0;0;0;0
15/09/2017;R;SO;5;07/09/2017;1834/2017;1;A;0;3;77;0;77;123;1;0;0;0;0;0;0;0
15/09/2017;R;NO;15;08/09/2017;1843/2017;1;N;1;3;129;0;129;129;1;0;0;1;0;0;0;0
15/09/2017;R;NO;15;08/09/2017;1844/2017;3;A;1;3;114;0;114;263;2;0;1;0;0;0;0;0
15/09/2017;R;RZ;4;12/09/2017;1874/2017;6;A;0;0;0;145;145;168;1;0;0;0;0;0;0;0
15/09/2017;R;RZ;4;14/09/2017;1897/2017;1;A;0;1;96;0;96;182;2;0;0;0;0;0;0;0
15/09/2017;R;NO;16;14/09/2017;1902/2017;1;A;0;3;95;0;95;242;2;0;0;0;0;0;0;0
15/09/2017;R;NO;16;14/09/2017;1903/2017;2;A;0;2;66;64;130;219;2;0;0;0;0;0;0;0
15/09/2017;R;VH;6;15/09/2017;1908/2017;1;A;0;3;58;0;58;123;2;0;0;0;0;0;0;0
15/09/2017;R;VH;7;15/09/2017;1910/2017;1;A;0;3;141;0;141;214;2;0;0;0;0;0;0;0
15/09/2017;R;VH;7;15/09/2017;1912/2017;1;A;0;1;18;0;18;128;1;0;0;0;0;0;0;0
18/09/2017;ON;VH;6;04/09/2014;1722/2014;1;A;0;2;49;0;49;115;2;0;0;0;0;0;0;0
18/09/2017;R;C;1;28/10/2016;2018/2016;3;A;0;1;18;0;18;515;2;0;0;0;0;0;0;0
18/09/2017;D;C;9;10/03/2017;0419/2017;1;D;0;0;85;0;85;0;0;0;0;0;0;0;0;0
18/09/2017;R;C;9;31/07/2017;1423/2017;2;A;0;2;37;0;37;139;2;0;0;0;0;0;0;0
18/09/2017;R;C;8;01/08/2017;1447/2017;4;A;0;0;0;0;0;271;4;0;0;0;0;0;0;0
18/09/2017;R;VH;7;24/08/2017;1654/2017;6;A;0;0;0;276;276;597;2;0;0;0;0;0;0;0
18/09/2017;R;FM;10;14/09/2017;1898/2017;1;A;0;0;0;0;0;89;1;0;0;0;0;0;0;0
18/09/2017;R;NO;16;15/09/2017;1907/2017;8;A;0;0;0;54;54;193;1;0;0;0;0;0;0;0
18/09/2017;R;VH;13;18/09/2017;1937/2017;3;A;1;5;138;0;138;263;2;0;0;1;0;0;0;0
18/09/2017;R;VH;6;18/09/2017;1944/2017;3;A;0;1;28;0;28;207;2;0;0;0;0;0;0;0
19/09/2017;ON;VH;7;07/12/1983;1976/1983;1;N;1;4;149;0;149;149;2;0;0;0;1;0;0;0
19/09/2017;M;VH;6;06/05/2014;0783/2014;1;A;0;2;83;0;83;144;2;0;0;0;0;0;0;0
19/09/2017;ON;C;1;15/09/2014;1786/2014;8;A;0;0;0;0;0;150;2;0;0;0;0;0;0;0
19/09/2017;ON;C;2;22/12/2014;2552/2014;1;N;1;3;83;0;83;83;2;0;0;1;0;0;0;0
19/09/2017;ON;VH;6;06/03/2015;0430/2015;1;N;1;4;130;0;130;130;2;0;0;0;1;0;0;0
19/09/2017;ON;VH;6;16/11/2015;2385/2015;1;A;0;1;27;0;27;83;1;0;0;0;0;0;0;0
19/09/2017;ON;C;9;22/08/2016;1523/2016;1;A;0;1;36;0;36;113;2;0;0;0;0;0;0;0
19/09/2017;D;C;8;12/10/2016;1908/2016;1;D;0;0;172;0;172;0;0;0;0;0;0;0;0;0
19/09/2017;R;SO;5;30/08/2017;1729/2017;8;A;1;2;53;103;156;263;2;0;1;0;0;0;0;0
19/09/2017;R;C;1;30/08/2017;1733/2017;8;A;0;0;0;67;67;220;2;0;0;0;0;0;0;0
19/09/2017;R;RZ;5;05/09/2017;1805/2017;1;A;0;3;55;0;55;145;2;0;0;0;0;0;0;0
19/09/2017;R;RZ;5;08/09/2017;1850/2017;1;A;0;2;29;0;29;140;1;0;0;0;0;0;0;0
19/09/2017;R;C;2;11/09/2017;1853/2017;1;A;0;0;7;0;7;114;2;0;0;0;0;0;0;0
19/09/2017;R;C;1;11/09/2017;1856/2017;1;A;0;2;42;0;42;105;2;0;0;0;0;0;0;0
19/09/2017;R;RZ;4;14/09/2017;1895/2017;1;A;0;4;116;0;116;189;2;0;0;0;0;0;0;0
19/09/2017;R;C;2;15/09/2017;1909/2017;1;A;0;3;106;0;106;238;2;0;0;0;0;0;0;0
19/09/2017;R;FM;10;19/09/2017;1947/2017;3;A;0;1;14;0;14;128;2;0;0;0;0;0;0;0
19/09/2017;R;VH;6;19/09/2017;1965/2017;1;A;0;1;73;0;73;145;2;0;0;0;0;0;0;0
20/09/2017;ON;FM;17;14/07/2006;1786/2006;1;N;1;5;148;0;148;148;2;0;0;0;0;1;0;0
20/09/2017;R;RZ;3;30/10/2016;2022/2016;8;A;0;0;0;82;82;174;2;0;0;0;0;0;0;0
20/09/2017;R;SO;5;28/08/2017;1700/2017;6;N;0;0;0;308;308;308;1;0;0;0;0;0;0;0
20/09/2017;R;FM;10;07/09/2017;1837/2017;2;A;0;1;25;10;35;502;2;0;0;0;0;0;0;0
20/09/2017;R;FM;10;11/09/2017;1859/2017;1;A;0;2;38;0;38;105;1;0;0;0;0;0;0;0
20/09/2017;R;FM;10;12/09/2017;1871/2017;8;A;0;0;0;139;139;406;2;0;0;0;0;0;0;0
20/09/2017;R;RZ;3;12/09/2017;1873/2017;1;A;0;2;45;0;45;135;2;0;0;0;0;0;0;0
20/09/2017;R;RZ;3;14/09/2017;1899/2017;8;A;0;0;0;60;60;174;2;0;0;0;0;0;0;0
20/09/2017;R;NO;16;18/09/2017;1929/2017;1;A;0;1;33;0;33;96;1;0;0;0;0;0;0;0
